%schedule
73 41 1
73 53 1
74 75 1
74 78 1
74 8 1
74 50 1
74 54 1
74 84 1
74 68 1
74 115 1
74 111 1
74 89 1
74 47 1
75 74 1
75 83 1
75 3 1
75 103 1
75 73 1
75 6 1
75 11 1
75 85 1
75 53 1
75 4 1
75 41 1
76 77 1
76 21 1
76 108 1
76 67 1
76 87 1
76 49 1
76 58 1
76 113 1
76 93 1
76 45 1
77 76 1
77 28 1
77 60 1
77 97 1
77 96 1
77 21 1
77 71 1
77 67 1
77 114 1
77 57 1
77 63 1
78 79 1
78 74 1
78 99 1
78 23 1
78 83 1
78 109 1
78 8 1
78 52 1
78 22 1
78 9 1
78 112 1
79 78 1
79 24 1
79 51 1
79 112 1
79 29 1
79 23 1
79 9 1
79 109 1
79 69 1
79 8 1
79 52 1
80 81 1
80 110 1
80 32 1
80 44 1
80 31 1
80 20 1
80 95 1
80 102 1
80 30 1
80 36 1
80 56 1
81 80 1
81 38 1
81 30 1
81 111 1
81 94 1
81 83 1
81 95 1
81 86 1
81 87 1
81 106 1
81 92 1
82 83 1
82 17 1
82 84 1
82 6 1
82 41 1
82 11 1
82 73 1
82 4 1
82 108 1
82 85 1
82 99 1
83 82 1
83 75 1
83 40 1
83 101 1
83 78 1
83 81 1
83 31 1
83 94 1
83 30 1
83 95 1
83 8 1
84 85 1
84 54 1
84 82 1
84 115 1
84 70 1
84 89 1
84 74 1
84 47 1
84 68 1
84 50 1
84 111 1
85 84 1
85 25 1
85 50 1
85 53 1
85 99 1
85 4 1
85 75 1
85 11 1
85 82 1
85 6 1
85 108 1
85 4 1
86 7 1
86 15 1
86 39 1
86 44 1
86 100 1
86 81 1
86 13 1
86 27 1
86 32 1
87 88 1
87 45 1
87 54 1
87 93 1
87 98 1
87 76 1
87 92 1
87 58 1
87 49 1
87 81 1
87 67 1
88 87 1
88 18 1
88 63 1
88 57 1
88 25 1
88 21 1
88 105 1
88 114 1
88 97 1
88 96 1
88 66 1
89 90 1
89 108 1
89 50 1
89 59 1
89 115 1
89 84 1
89 70 1
89 111 1
89 47 1
89 54 1
89 74 1
89 68 1
90 89 1
90 106 1
90 2 1
90 100 1
90 38 1
90 26 1
90 104 1
90 34 1
90 56 1
90 110 1
90 46 1
91 6 1
91 9 1
91 24 1
91 1 1
91 12 1
91 51 1
91 25 1
91 70 1
91 29 1
92 93 1
92 30 1
92 49 1
92 67 1
92 70 1
92 45 1
92 87 1
92 94 1
92 58 1
92 113 1
92 81 1
93 92 1
93 36 1
93 16 1
93 107 1
93 87 1
93 49 1
93 58 1
93 62 1
93 113 1
93 67 1
93 76 1
94 1 1
94 24 1
94 105 1
94 81 1
94 17 1
94 5 1
94 83 1
94 92 1
94 42 1
94 10 1
95 35 1
95 20 1
95 56 1
95 102 1
95 80 1
95 81 1
95 30 1
95 31 1
95 83 1
95 36 1
96 71 1
96 70 1
96 114 1
96 77 1
96 63 1
96 57 1
96 28 1
96 18 1
96 88 1
96 38 1
97 49 1
97 18 1
97 113 1
97 77 1
97 28 1
97 57 1
97 66 1
97 21 1
97 88 1
97 114 1
98 99 1
98 6 1
98 113 1
98 87 1
98 59 1
98 12 1
98 60 1
98 64 1
99 98 1
99 78 1
99 49 1
99 108 1
99 85 1
99 41 1
99 103 1
99 11 1
99 6 1
99 53 1
99 82 1
100 101 1
100 90 1
100 35 1
100 15 1
100 86 1
100 55 1
100 19 1
100 32 1
100 62 1
100 72 1
100 15 1
101 100 1
101 103 1
101 83 1
101 14 1
101 3 1
101 16 1
101 33 1
101 65 1
101 48 1
101 40 1
101 7 1
102 52 1
102 31 1
102 95 1
102 2 1
102 80 1
102 59 1
102 20 1
102 56 1
102 36 1
102 30 1
103 104 1
103 101 1
103 75 1
103 108 1
103 53 1
103 99 1
103 73 1
103 41 1
103 11 1
103 4 1
104 103 1
104 106 1
104 34 1
104 46 1
104 26 1
104 110 1
104 90 1
104 38 1
104 2 1
104 71 1
105 73 1
105 12 1
105 1 1
105 94 1
105 68 1
105 42 1
105 17 1
105 88 1
105 24 1
105 5 1
105 10 1
105 115 1
106 90 1
106 104 1
106 34 1
106 63 1
106 38 1
106 110 1
106 46 1
106 2 1
106 81 1
106 26 1
107 26 1
107 57 1
107 93 1
107 3 1
107 14 1
107 33 1
107 61 1
107 7 1
107 65 1
107 16 1
107 40 1
108 89 1
108 76 1
108 99 1
108 103 1
108 73 1
108 41 1
108 82 1
108 6 1
108 11 1
108 85 1
109 5 1
109 10 1
109 8 1
109 52 1
109 78 1
109 22 1
109 79 1
109 112 1
109 23 1
109 69 1
110 80 1
110 31 1
110 64 1
110 2 1
110 34 1
110 104 1
110 106 1
110 46 1
110 26 1
110 90 1
110 38 1
111 68 1
111 14 1
111 25 1
111 81 1
111 115 1
111 89 1
111 50 1
111 74 1
111 47 1
111 84 1
111 54 1
112 24 1
112 65 1
112 47 1
112 79 1
112 9 1
112 22 1
112 52 1
112 8 1
112 109 1
112 69 1
112 78 1
113 53 1
113 97 1
113 98 1
113 58 1
113 67 1
113 64 1
113 45 1
113 93 1
113 76 1
113 92 1
114 29 1
114 21 1
114 96 1
114 60 1
114 71 1
114 18 1
114 88 1
114 77 1
114 66 1
114 97 1
115 84 1
115 89 1
115 111 1
115 54 1
115 50 1
115 74 1
115 47 1
115 68 1
115 59 1
115 16 1
115 105 1
